Date,PowerPlantID,NO2,CloudFraction,UWind,VWind,Temp,SolarRadiation,Humidity,BoundLayer,No2flux,wind_speed,wind_direction,value,date
2019-05-14,H5307960,8.763942405082404e-07,0.044404499505990375,12658,2804,9250,-3034,81.358116,-10524,-2.0613042272471608e-10,12964.8517153109,257.50953966537065,9910.49475547788,2021-01-31
2019-05-15,H5307960,8.329975484828503e-07,0.3221918591731426,-8080,-25021,8542,17477,81.76922,-17246,,26293.285093346552,17.896759345439435,9592.426229060728,2021-02-10
2019-05-16,F1700736,8.060461044486738e-07,0.06635511769806018,7127,16458,20372,19687,68.93323,13545,,17934.879230148163,203.41462268815343,2803.982088159918,2021-02-12
2019-05-16,H4810851,7.64413548523253e-07,0.10750802071500531,6060,9340,14462,19147,67.55477,15672,,11133.696600859932,212.97640513916267,1309.362380257715,2021-02-13
2019-05-16,C1400170,9.880633492500118e-07,0.034678809361131546,-5350,633,3631,8044,70.99026,12177,3.170784468970909e-11,5387.317421500241,96.74773741112863,5119.065579173436,2021-02-14
2019-05-16,E5600896,2.1316374380175765e-06,0.003783182186868531,-10375,-6528,3017,-18784,88.72977,-18592,,12257.871307857658,57.82169940744555,5467.3557669293605,2021-02-16
2019-05-16,U0100258,7.549612458913018e-07,0.014481968889299424,-26395,-20604,-8070,16435,86.44217,-12768,-4.078419537938254e-11,33484.63589469057,52.02431666225288,5992.431699397429,2021-02-19
2019-05-16,H5307960,7.356969652475836e-07,0.03805885609888227,17925,17325,16912,24458,73.90777,10418,,24929.124533364586,225.97515314309257,9408.713830348364,2021-02-20
2019-05-17,E5600896,1.8053821775685604e-06,0.10000440767883947,-10359,-9435,9953,-17826,88.62078,16271,,14011.713171486204,47.672673320459936,5032.206481195891,2021-02-26
2019-05-19,F1700736,7.212684757500844e-07,0.0335816132053563,10336,11448,22587,21040,68.53822,23964,,15423.670120953702,222.0777794247834,2786.878350893672,2021-03-14
2019-05-19,H4810851,7.271644967611209e-07,0.032504380924559095,9497,5023,16205,20953,65.85177,26913,,10743.5347069761,242.12546362797107,1194.928710778108,2021-03-15
2019-05-19,C1400170,6.853885634688882e-07,0.11730507055309403,-2691,-160,5092,20475,70.979515,21216,,2695.75239960943,86.59734491339168,4498.110187946251,2021-03-16
2019-05-19,K7000764,6.193079061081756e-07,0.07469332041258744,846,-11202,18632,13774,77.7631,6123,-2.945322479092766e-11,11233.900480242826,355.6810937292192,1280.2575419797531,2021-03-19
2019-05-22,F1700736,1.0072403514344754e-06,0.02344559355176843,12826,-4864,20512,24539,56.583256,4334,1.342226334600903e-10,13717.316501415282,290.7682146278394,2783.156886284686,2021-04-13
2019-05-22,H4810851,7.954827999679869e-07,0.03254602997581073,17668,768,13549,21300,57.6012,6910,2.4421807280196677e-11,17684.68399491492,267.51100999891605,1252.3377923287294,2021-04-14
2019-05-22,C1400170,7.401197276680435e-07,0.03928300623385621,26862,7209,6804,15566,68.48358,11439,-1.1044066607263294e-10,27812.528202232894,254.9774173125184,2506.143134507295,2021-04-15
2019-05-22,K7000764,6.189332434143267e-07,0.07743677013887026,-27636,16743,12300,29603,56.659454,4682,2.3616807531287823e-11,32312.173325234562,121.20916631244336,1125.65935574907,2021-04-18
2019-05-22,U0100258,1.3526553609935913e-06,0.06323559036876253,-14229,19628,-9435,9321,67.886154,-12598,-1.951021692564515e-11,24242.99538010928,144.06037558691094,6025.42375826986,2021-04-20
2019-05-22,H5307960,8.128541983385809e-07,0.0417926084282841,-1625,-7335,20198,27122,53.414917,515,1.2632255485919286e-10,7512.845665924464,12.491583862831789,9495.826620192556,2021-04-21
2019-05-24,F1700736,1.100319711419809e-06,0.08059262673356975,27378,1251,19800,12604,73.638565,-10884,2.239620429736747e-11,27406.56645769404,267.38376807716537,2713.526789508962,2021-05-03
2019-05-24,H4810851,1.1089605151632884e-06,0.07871974592662227,29086,1020,14295,7444,71.48904,-5559,-1.1832164739985992e-10,29103.879397771012,267.9915507225254,1220.2560147423717,2021-05-04
2019-05-24,C1400170,1.2721457825017827e-06,0.08915719261159837,30787,6105,6105,-7698,70.15157,-2481,-3.119248248485631e-11,31386.468326334518,258.78386583153997,2722.9269681647747,2021-05-05
2019-05-24,K7000764,1.1276415037511646e-06,0.08657043754324768,-18389,20770,21945,23287,67.118546,7754,,27740.73216409401,138.47949396377857,1390.801257495503,2021-05-08
2019-05-24,L0200473,1.3686922996238862e-06,0.07000399292588746,-23109,27579,9764,27407,73.77399,13987,,35980.927197614015,140.0396799729404,10536.12194547405,2021-05-09
2019-05-25,F1700736,5.726270350128725e-07,0.12447091829634815,28827,-21494,15303,361,80.274376,-7489,,35958.14184576283,306.7089638199276,2717.931002171658,2021-05-13
2019-05-25,E5400878,2.935302858641573e-06,0.2803041951434209,-9429,23361,9289,30675,64.52113,26211,,25192.109121707137,158.0199416838795,1183.1146557994275,2021-05-16
2019-05-25,E5600896,3.742873021585489e-06,0.20757208495263893,-9393,23177,9322,30645,64.5451,26174,3.895750806654295e-10,25008.03426901043,157.93864233561922,2761.484324574655,2021-05-17
2019-05-26,E5400878,1.572104068392463e-06,0.08848884813042461,4653,28235,9141,14756,68.06398,28353,-3.5935223970534757e-10,28615.828382208332,189.3579764135399,1161.8409461795463,2021-05-26
2019-05-26,E5600896,1.7007110954385536e-06,0.07148775462882387,4591,28011,9245,14523,67.9744,28239,1.477211412683308e-10,28384.738892580994,189.30801353210663,2628.107410466686,2021-05-27
2019-05-28,F1700736,1.045900762928754e-06,0.052405237313227666,1948,8579,6038,-15975,88.50641,-29370,1.9054045606955025e-10,8797.382849461537,192.79300771235972,2749.797070270109,2021-06-15
2019-05-28,H4810851,1.0624530036043172e-06,0.04071753726652429,6530,11077,-980,-12557,86.09946,-26962,2.1287433868539066e-10,12858.492485513221,210.51976611420537,1349.5585820434385,2021-06-16
2019-05-29,E5600896,3.535567774008879e-06,0.0727684613233934,-7283,-9558,5250,28768,67.49298,18965,,12016.549130261983,37.30665733244607,2772.983244194955,2021-06-29
2019-05-31,F1700736,9.178385528514316e-07,0.03997515135188619,22762,-5890,19851,24487,70.725075,6576,4.565936807806903e-11,23511.7150374021,284.5078954442397,2701.795044585498,2021-07-15
2019-05-31,H4810851,9.983009957015471e-07,0.04634037865318494,21785,-5345,18018,24872,66.091675,12157,-2.09638647827464e-11,22431.12235265993,283.78534178250436,1289.4981617188062,2021-07-16
2019-05-31,C1400170,6.94056783817734e-07,0.05652389460157365,17168,-446,16133,22775,63.163048,21384,7.044048746991817e-12,17173.792242833264,271.48812740741903,2728.643185377921,2021-07-17
2019-05-31,K7000764,7.305736006532699e-07,0.05079094027123891,7209,-9234,14694,24032,75.360886,664,,11714.79564482454,322.02077914520123,1356.757703085303,2021-07-20
2019-05-31,L0200473,7.041604956280217e-07,0.07536574983244075,4130,-12301,-126,29395,82.16794,-15010,,12975.804445197222,341.44077763188034,15332.246198238578,2021-07-21
2019-05-31,H5307960,8.65587608594447e-07,0.004718785039671058,18848,-11115,7301,23491,78.19084,-7527,-6.303282160767218e-11,21881.27804768268,300.52860707977595,8168.22743575457,2021-07-23
2019-06-01,F1700736,8.412862997909711e-07,0.06865085745961624,28206,12414,16494,9752,77.24581,17035,-7.257344123165855e-11,30816.973115476478,246.24478752852897,2770.248418391927,2021-07-25
2019-06-01,H4810851,7.300943672785444e-07,0.01680476369596492,27502,10430,12043,10190,74.325386,22305,-3.44287468571149e-11,29413.345678450114,249.2310111512562,1384.6059575132172,2021-07-26
2019-06-01,C1400170,7.374105197497999e-07,0.0015456642588176249,20421,16276,9383,15801,67.86021,22914,-7.503111981769036e-11,26113.701710021887,231.44436016854735,2678.079466376353,2021-07-27
2019-06-01,E5400878,1.0886242290890775e-08,0.03520025184215112,-19663,11202,8415,-1415,81.99962,-2236,,22630.032545270456,119.67014047737446,689.811736237912,2021-07-28
2019-06-01,K7000764,5.80762538752848e-07,1.1465845436464966e-05,-4357,6189,13489,1419,85.046745,-3564,-6.620261728406201e-11,7568.828839391204,144.85480113490462,1113.354106624108,2021-07-30
2019-06-01,L0200473,5.381417660993119e-07,0.0004301922524577492,-21421,9033,3995,5348,87.28818,-9727,-1.6524984524117366e-10,23247.673647055526,112.86461756430303,11510.103746667415,2021-07-31
2019-06-01,U0100258,1.0638274203475383e-06,0.038337165953909534,-4572,7737,-10179,5113,88.06688,-13497,4.2360052025300186e-11,8986.898964603975,149.42002465227245,5917.518323654947,2021-08-01
2019-06-01,H5307960,9.229137982167445e-07,0.020495978167773477,24960,4861,9172,5867,84.21114,-2094,2.8061245713894745e-12,25428.938652645335,258.9795024088965,6257.206593135087,2021-08-02
2019-06-02,F1700736,5.299515618030342e-07,0.15485322307909638,6486,16548,16101,771,67.339386,25378,5.768771608175239e-11,17773.70248428841,201.40273039386148,2792.314893039188,2021-08-04
2019-06-02,H4810851,5.288969860363432e-07,0.11320080740860115,5337,12295,12484,-2121,65.61678,30034,6.348061433261831e-11,13403.379946864148,203.46464721931403,1438.7385875353618,2021-08-05
2019-06-02,E5400878,7.230841834326661e-07,0.05172409255955126,-4926,-3275,2397,-2882,86.1322,-17908,,5915.327632515379,56.38246553949518,44.3705374769536,2021-08-07
2019-06-02,E5600896,7.299234690262243e-07,0.04106994534047191,-6815,-3003,2511,-2184,86.076965,-18532,-1.0566245447898054e-11,7447.297093576971,66.2195208107002,186.973778265541,2021-08-09
2019-06-02,K7000764,5.265528239996626e-07,0.028906548264190212,8459,-11282,9625,-20359,79.27196,9781,1.836102658566383e-10,14101.000141833912,323.1382288386789,672.9078870896243,2021-08-10
2019-06-02,L0200473,3.667282236216367e-07,0.03496772536501816,9755,-13538,86,-9444,85.27622,249,-1.7218817049460672e-10,16686.445667067626,324.22482355915093,12866.81285326639,2021-08-11
2019-06-02,U0100258,7.317691094888876e-07,0.14915213168222013,-21186,-16825,-8081,-5164,82.84057,-15642,,27054.153488882257,51.54492497093929,3294.179226106786,2021-08-12
2019-06-02,H5307960,5.4670909803087e-07,0.06847232708216408,17053,14271,9392,-3902,75.00379,19852,1.983849144974764e-11,22236.59708678466,230.07533298254705,5668.01205254302,2021-08-13
2019-06-03,F1700736,4.504341568158949e-07,0.12835881060693305,7144,14255,26756,18081,57.346016,21413,-6.730346435624337e-11,15944.960363701128,206.61808197822276,2855.511381643894,2021-08-15
2019-06-03,H4810851,2.0626037549860862e-07,0.13854718809817476,6309,9070,22067,17231,52.84626,27688,-3.280297116242253e-10,11048.456045982171,214.82208296891454,1419.9429325736887,2021-08-16
2019-06-03,E5600896,1.0843825875563376e-06,0.02147012978849032,-11389,-14377,7824,22377,83.43807,-15233,5.632395459858333e-10,18341.41352240879,38.38514032073533,2269.204918296789,2021-08-19
2019-06-03,K7000764,4.3503770801417796e-07,0.1024619343213532,-12393,-4390,19620,10020,75.039825,-6092,4.2133154689127117e-10,13147.568178184132,70.49421384520579,843.7139243580413,2021-08-20
2019-06-03,L0200473,4.0352344508671373e-07,0.08243473798031017,-22480,7644,6486,6786,89.016396,-12547,1.3332466549821867e-10,23744.07580850432,108.7798609148058,16225.73003660272,2021-08-21
2019-06-04,L0200473,-1.0350443979105815e-07,0.07303386427213053,24617,-3154,13322,-15411,87.49184,-11006,,24818.227273518147,277.3011210689715,16591.725053992373,2021-08-31
2019-06-04,H5307960,1.2524989049299767e-06,0.0925570847881049,19656,13854,13215,-6818,81.12514,-10403,,24047.695357351815,234.8229400105524,6491.573164993345,2021-09-02
2019-06-05,C1400170,6.405253410860949e-07,0.08148251020283079,29964,-12453,8391,16665,61.394455,2139,-9.129553797702991e-11,32448.70575231006,292.56770787816754,2745.080450280533,2021-09-06
2019-06-05,K7000764,4.927056901434492e-07,0.21071313878720366,8365,-27983,14810,16136,72.929886,-20782,,29206.532043363175,343.3569382127841,1089.2021566565072,2021-09-09
2019-06-05,L0200473,6.744631139044814e-07,0.09440244261000305,3907,-18764,-2534,26880,89.14237,-31940,5.892737307250132e-11,19166.43798414301,348.23805191583443,15668.538256520798,2021-09-10
2019-06-05,U0100258,9.087500145710551e-07,0.12350570898233511,-12500,-1956,-10535,3697,81.84726,-17228,2.712108031072218e-11,12652.111918569168,81.10647733338176,5552.061758885401,2021-09-11
2019-06-06,F1700736,4.3143436702308483e-07,0.11688264022499126,20748,-6173,19151,23630,67.5528,1501,-5.831684461949066e-11,21646.834248915013,286.56893401186153,2871.094843923486,2021-09-14
2019-06-06,H4810851,4.927672829886289e-07,0.1070596052825389,17466,-9577,15573,25099,60.885162,6895,-3.321090032452477e-12,19919.33947198049,298.73694781132747,1404.6194528303247,2021-09-15
2019-06-06,C1400170,3.9642606124267e-07,0.09263562404218892,10261,-11887,6772,29039,61.716812,4215,-5.586520210156817e-11,15703.14904724527,319.1988486718421,2720.064041445683,2021-09-16
2019-06-06,E5400878,1.0815552533872617e-06,0.08819570244239151,8837,29306,3515,10385,85.63221,-4061,,30609.380996681393,196.7802831113334,1037.3963360335076,2021-09-17
2019-06-06,E5600896,1.756869380166685e-06,0.10293343556177818,8556,29238,3633,10319,85.54865,-3976,2.407574611084155e-10,30464.17207146782,196.31121091133593,5205.186664071502,2021-09-18
2019-06-06,U0100258,9.256269586954058e-07,0.08431096283102252,-13959,4619,-10543,27069,81.64255,-14936,8.457680763316176e-11,14703.361588425962,108.30925714760858,5586.641499328591,2021-09-21
2019-06-07,S3200688,9.856568812465797e-07,0.1836424950085788,5218,5414,2230,18292,90.48626,-14565,,7519.236663385453,223.94387689146006,12549.129939979126,2021-09-23
2019-06-07,F1700736,1.268552252725652e-07,0.042282146722136114,14164,-1295,24286,22753,59.103577,15363,-1.3106737078282338e-10,14223.07705807713,275.2239705198985,2899.82739795554,2021-09-24
2019-06-07,H4810851,3.6457843778309884e-07,0.02978919594646564,10881,-6445,20898,24522,51.657658,21964,1.8610543043906975e-10,12646.508846318022,300.63897514721043,1445.363324932763,2021-09-25
2019-06-07,C1400170,3.237204856511848e-07,0.05710887263697907,-2408,-7412,6881,24293,55.38116,15184,-1.8486049377775777e-12,7793.343826625385,17.99786890079605,2735.745485147837,2021-09-26
2019-06-07,E5400878,9.43961928115547e-07,0.04163088302266187,4423,7023,2632,16681,90.182,-13477,7.33954647032805e-11,8299.726381032087,212.20222485422613,1032.3365222829823,2021-09-27
2019-06-07,E5600896,1.0532540151035946e-06,0.0,4335,7496,2781,16281,90.09302,-12993,-2.3236803650071335e-11,8659.228660798835,210.04115689496012,4780.468903518742,2021-09-28
2019-06-07,K7000764,3.5058265616823086e-07,0.10440862817561873,13297,-10143,15582,30170,73.22067,7758,,16723.954616058967,307.33652002161875,1014.8316708307952,2021-09-29
2019-06-07,U0100258,4.946299122160969e-07,0.005250888778378755,-31841,-2028,-7435,26109,79.985405,-8035,2.4755951979082784e-10,31905.51778297917,86.35567029799815,3043.174254275243,2021-10-01
2019-06-07,H5307960,4.559799507521233e-07,0.020577532565942337,23005,-2687,15278,22589,71.09508,7712,2.0898290002307977e-10,23161.390156896887,276.66200109558395,8155.633499405835,2021-10-02
2019-06-08,S3200688,9.158288707731718e-07,0.0740822222800483,-1419,-2397,7276,-23077,90.4023,-20179,,2785.528675135117,30.625107918472878,11672.228206432892,2021-10-03
2019-06-08,F1700736,8.294484759347396e-07,0.15947044130529564,11690,11668,27428,20459,55.792236,18272,1.663291383840286e-10,16516.607520916637,225.0539646706291,2872.2067316399493,2021-10-04
2019-06-08,H4810851,1.052416549359329e-06,0.14743279342700927,10320,6153,22829,20443,49.873463,23820,9.507012330640994e-11,12015.065917422176,239.1957183127443,1362.6859935916607,2021-10-05
2019-06-08,C1400170,9.470745399230081e-07,0.10102510454188995,-5698,-594,7215,15217,56.5072,13648,4.3964879477322596e-11,5728.8777260472225,84.04857772112062,2760.036487108217,2021-10-06
2019-06-08,K7000764,6.632785872155184e-07,0.12368026308077809,17049,-2010,16643,16704,75.41946,14745,,17167.07607602413,276.723875446268,1112.2807255791129,2021-10-09
2019-06-08,H5307960,7.671692332491097e-07,0.12278526627618773,23727,12118,19742,21284,67.616745,13921,-6.07901193108363e-11,26642.380768242165,242.94540940657703,7157.665098751892,2021-10-12
2019-06-09,U0100258,9.629363875855768e-07,0.03832770244486517,-30418,-26151,-6849,15971,77.546425,-17460,,40113.95673577963,49.3136522502141,5475.404016656202,2021-10-20
2019-06-10,C1400170,1.1272977040298811e-06,0.1414631570618114,-72,12374,452,-10197,72.88032,15127,,12374.209469699468,179.6666195595953,2724.553544828253,2021-10-25
2019-06-10,K7000764,9.969163291996054e-07,0.06836773800130296,-425,3430,16554,-23652,73.639145,-8503,6.410827351338776e-11,3456.229882400764,172.93666937588816,676.2131493524181,2021-10-28
2019-06-10,L0200473,1.1987944164163812e-06,0.08933253776288827,3762,5773,13562,-22228,77.96541,-12324,-8.273749313047187e-11,6890.5858241516735,213.09044755994103,14551.569673904276,2021-10-29
2019-06-13,H4810851,1.1478207480295732e-06,0.1316530741124805,7736,-1109,14869,6001,81.82116,-3264,,7815.086499841189,278.158096525882,1409.7859042076916,2021-11-23
2019-06-13,L0200473,8.152924474194483e-07,0.11599989628808038,5549,2893,17128,-13358,81.97822,-17996,7.675926711973364e-11,6257.863053790807,242.46448201223205,21303.554907482725,2021-11-28
2019-06-15,F1700736,1.4743062508423277e-06,0.12383266882936782,-8477,-12771,13972,24618,61.640865,-12399,1.0691481109660407e-10,15328.338788009612,33.574993015430145,1508.4201619756725,2021-12-12
2019-06-15,H4810851,1.2815444649363592e-06,0.11010590652389365,-2915,-6749,9397,20902,60.091846,-9283,3.0941166460972207e-10,7351.613836430746,23.360280681748122,1341.7552347926498,2021-12-13
2019-06-15,C1400170,8.255869076604655e-07,0.15116602091397857,7405,5087,9393,12361,59.888546,-4180,-2.2719630161598709e-10,8983.963156647516,235.51217006456466,2889.535872450356,2021-12-14
2019-06-17,E5400878,1.7804476131532822e-06,0.02905190010697709,6194,22180,-10733,-14820,87.003876,-17101,1.3912228779094812e-11,23028.635131071056,195.60295407353613,952.9250238636184,2022-01-02
2019-06-17,E5600896,1.6218657193745069e-06,6.7967587726023825e-06,6480,22204,-10588,-15659,86.95529,-17037,3.661337662400636e-11,23130.240292742314,196.26932041428083,4761.237798402394,2022-01-03
2019-06-18,S3200688,3.1719674263569976e-07,0.10853952031767311,16584,3136,-5784,8714,89.818405,-9236,2.23286827876604e-10,16877.901291333586,259.2919253812061,13514.968271361204,2022-01-31
2019-06-18,E5400878,4.662445144925765e-07,0.027825081076092203,17285,4644,-5416,7219,89.48829,-8029,2.716650537591949e-10,17897.98762431129,254.96135351348408,1163.8658756242082,2022-02-05
2019-06-18,E5600896,1.0484114607007098e-06,0.0422081667077335,17446,4907,-5257,7180,89.328705,-7663,2.1109365641738268e-11,18122.95685035971,254.29041110108446,5737.670132926456,2022-02-06
2019-06-19,S3200688,8.937520411452882e-07,0.1090219826375843,-474,4015,-621,-24282,92.1723,-10043,,4042.882758626572,173.2669809351325,12845.528458587803,2022-02-11
2019-06-19,F1700736,4.3167263187552943e-07,0.1232248679234696,3288,3019,22198,24981,59.458412,13940,-3.757857802278656e-12,4463.776988157002,227.44224340587022,2974.238587612451,2022-02-12
2019-06-19,H4810851,2.384508189011255e-07,0.12226325004076345,1574,-2258,17956,25631,54.513252,18932,-1.6600724346240262e-10,2752.4607172492038,325.12053163737596,1471.7559655439345,2022-02-13
2019-06-19,E5600896,1.765597341979472e-06,0.02401392716972693,-1927,5169,213,-24730,91.786285,-14965,8.141582736429578e-10,5516.510672517547,159.5545759897007,5862.477312451879,2022-02-16
2019-06-19,K7000764,4.3756881283888174e-07,0.0991397628435714,15737,-9137,17510,8735,70.31454,13141,-1.4664654673841037e-10,18197.195882882614,300.1397166909451,864.2894693866507,2022-02-17
2019-06-19,L0200473,4.947837871264119e-07,0.09621602252828551,3869,-5766,166,8837,85.84967,-7596,-8.859841916079364e-11,6943.768213297446,326.13829281077335,21302.960269228,2022-02-18
2019-06-19,H5307960,5.539132848663449e-07,0.12005755017781067,14588,4290,14827,21394,67.39716,8879,-2.0029104051382076e-10,15205.717477317537,253.61258609498947,7518.80039130806,2022-02-21
2019-06-20,K7000764,4.5472689925180555e-07,0.09422659088577472,13627,-1050,17401,26385,69.20277,13191,-4.665565470625159e-11,13667.392911598026,274.4061003916198,697.5802510145684,2022-02-28
2019-06-20,L0200473,5.395128153634906e-07,0.10143681751656854,158,-333,-343,23760,89.86962,-17397,-1.3414811705531606e-11,368.5824195481928,334.6168542738479,21256.79269231616,2022-03-01
2019-06-20,H5307960,6.613759566174018e-07,0.11348482513156077,16872,14313,12806,26747,71.92516,9651,,22125.242439349677,229.69110560929187,8606.444786322601,2022-03-03
2019-06-21,S3200688,1.3823978825502235e-06,0.06385769759070807,-6967,-15430,-2201,13971,92.90525,-17308,,16929.973095076082,24.30027099641231,13507.236665550554,2022-03-04
2019-06-21,C1400170,4.90325979800516e-07,0.1794045505003326,-8872,-3757,3158,13482,59.886215,16128,,9634.699424476095,67.04894133106382,4027.793400759602,2022-03-07
2019-06-21,E5600896,1.0742633136391135e-06,0.06935462081987323,-10533,-17214,-999,16753,91.61699,-22767,,20180.829641023185,31.461866533590133,5755.056807321557,2022-03-09
2019-06-21,K7000764,6.167253749761946e-07,0.04089811269580771,22114,3828,17765,11966,66.91351,17106,8.310729290006364e-11,22442.873701912595,260.1792480758565,735.9588130291328,2022-03-10
2019-06-21,L0200473,5.661751421137875e-07,0.03698203982109966,19845,2904,-1407,12843,83.64244,9456,-3.693289543885349e-10,20056.35163732427,261.67476332316517,21284.13853338713,2022-03-11
2019-06-21,U0100258,6.196339439290655e-07,0.04500763695038346,-29733,-16629,-9414,29885,77.956894,-13448,1.893109677786662e-11,34067.211949321594,60.78269384926274,5657.617117320099,2022-03-12
2019-06-21,H5307960,4.6809589869048867e-07,0.0832334577518378,13374,17782,13625,13706,66.139,17405,,22250.020224709908,216.94715033545228,8888.97691222541,2022-03-13
2019-06-22,K7000764,5.950254839806554e-07,0.10440635114771227,17423,10133,17550,-12354,75.596115,18144,-9.145231303623082e-11,20155.362016098843,239.8182500681367,509.2056493466965,2022-03-20
2019-06-22,L0200473,7.449551528494764e-07,0.04580494457642236,20909,12228,13372,-15284,77.58507,15940,-4.517658782099413e-10,24222.10281953241,239.68005299110314,21283.67717253912,2022-03-21
2019-06-22,H5307960,7.44312958210431e-07,0.10446655803765229,14803,21045,18648,-2963,70.28183,25992,1.656368122968274e-10,25729.765525554252,215.1224569838069,8500.646181196982,2022-03-23
2019-06-28,F1700736,5.020232358460729e-07,0.06894186594362932,15906,-13281,21770,30625,69.281204,-1711,-1.7396359973487494e-10,20721.62631165807,309.8607989939454,3037.865435677901,2022-05-28
2019-06-28,H4810851,5.50317550922229e-07,0.03268064467145245,12877,-19413,18060,31570,65.08258,4593,8.927261418456284e-11,23295.529571143044,326.4429513795457,1453.759681610816,2022-05-29
2019-06-28,C1400170,8.434832640361817e-07,0.09799802478604645,9518,-16602,9983,27455,64.72121,3635,-6.965695157145661e-11,19136.84216374269,330.1741620924669,2065.095611159541,2022-05-30
2019-06-28,E5400878,1.1109291108920483e-06,0.03596231501068867,7016,11394,2084,23012,85.750404,-13505,-1.1468381802325404e-10,13380.862901920787,211.62321124782704,1159.3443109432944,2022-05-31
2019-06-28,E5600896,9.652887291669324e-07,9.87375694307496e-06,7094,11798,2191,22215,85.60466,-13108,1.2274178615728526e-10,13766.5405966786,211.01800306812453,5274.534786742354,2022-06-01
2019-06-28,K7000764,5.30841047832771e-07,0.02921517912425904,-9318,-16646,20794,31031,71.24828,-7627,3.3590601171563876e-10,19076.541615292852,29.238973091917174,819.3687326093598,2022-06-02
2019-06-28,L0200473,7.864943875586517e-07,0.05829125705908954,-13838,-11308,1959,25420,83.95476,-28850,6.684613079981574e-11,17870.677323481614,50.74533288695338,19082.41774788878,2022-06-03
2019-06-28,U0100258,8.054925439677035e-07,0.012167886424045107,-31337,-6746,-9939,24546,79.49211,-19987,-1.0301291258719461e-10,32054.891748374383,77.85118749029195,6027.623339725536,2022-06-04
2019-06-28,H5307960,8.347387680584276e-07,0.12313598628344997,18192,-13359,13103,31372,76.04736,-9044,1.5563080630570132e-10,22570.15163883486,306.2910951579717,8093.465218145061,2022-06-05
2019-06-29,S3200688,1.4262052206529164e-06,0.1792626062326178,759,17175,4554,15326,87.00056,-14528,,17191.762736845805,182.53037672257847,11336.470768033878,2022-06-06
2019-06-29,F1700736,5.613150286663038e-07,0.05588932109664206,14453,-3939,13525,23010,71.34782,-8806,-1.2053821070282075e-10,14980.151200839062,285.24505504165427,2847.7892295816077,2022-06-07
2019-06-29,H4810851,5.873035807227359e-07,0.0708468632193897,11981,-9928,9009,20957,67.80219,-7220,-5.135856113489287e-12,15559.869697397855,309.64668634165935,1402.4308102610764,2022-06-08
2019-06-29,U0100258,8.039061823606231e-07,0.1722979268506158,-30532,-5447,-7567,20497,84.46365,-20287,,31014.074756471455,79.88468136833289,6381.193284032373,2022-06-14
2019-06-30,F1700736,4.970151281473601e-07,0.09907550588104165,20146,-13641,8740,2670,78.893394,-5481,9.317153915464004e-12,24329.780044217416,304.10220858060893,2268.9500463034,2022-06-17
2019-06-30,H4810851,4.7236201450997755e-07,0.09879126514448944,17054,-19260,4145,994,76.265915,-2472,7.856835374848502e-11,25725.21168037301,318.476327440664,1494.9269976525588,2022-06-18
2019-06-30,C1400170,4.250167966363502e-07,0.10212353078398917,9826,-18597,-3724,-12642,74.17301,-8265,-2.4227330248436433e-10,21033.27566024845,332.1496041437077,2843.870643398632,2022-06-19
2019-06-30,E5600896,7.030566962451351e-07,0.017991240174817017,9450,29846,1258,21872,86.44978,7055,,31306.32868926026,197.56910688969475,5571.351106807693,2022-06-21
2019-06-30,K7000764,3.973417641830156e-07,0.09619156894899472,10008,-13819,11233,-306,74.93225,-3627,1.1263484888840156e-10,17062.38040251125,324.08718197579344,1010.5415237870476,2022-06-22
2019-06-30,U0100258,4.846914164042342e-07,0.07980440904272813,-18192,8204,-10634,29808,81.24801,-5712,-3.3062378373407904e-11,19956.31428896629,114.27382531786338,5447.428582847985,2022-06-24
2019-06-30,H5307960,2.7815216783111414e-07,0.09912384820894513,24992,-7604,6584,10235,79.17678,-7559,-1.0880806730893106e-10,26123.186635630806,286.9227691600131,8205.09975968736,2022-06-25
2019-07-01,F1700736,5.995882721805278e-07,0.016558748354185738,19400,-24495,10914,8308,71.99903,-7079,-9.258565639587467e-11,31246.840240254693,321.6208335796225,2774.116904594168,2022-06-27
2019-07-01,H4810851,2.6935183931691914e-07,0.063715644627686,22090,-24241,6383,7565,68.53539,-234,6.877869801758594e-11,32796.25254506984,317.65815087026533,1427.0190261200696,2022-06-28
2019-07-01,K7000764,7.826692877344823e-07,0.10072622614679139,7706,-14198,10965,4189,75.953514,-11481,1.1808299054987894e-10,16154.43097109892,331.50899246641296,974.2751607641555,2022-07-02
2019-07-01,U0100258,5.494151831131607e-07,0.052966461928399655,8163,7826,-13970,27407,81.49294,-9097,-6.704775042421239e-11,11308.441316114258,226.20744381961572,6213.885658445634,2022-07-04
2019-07-01,H5307960,4.67515200313655e-07,0.036294750953006605,13801,-19811,9244,6694,73.58492,-12219,5.941249530666556e-11,24144.21922531354,325.1376507050106,8477.388184750946,2022-07-05
2019-07-02,F1700736,8.126777262900671e-07,0.13935520823944225,21907,6786,21799,7148,75.77734,-2241,,22933.958336929107,252.78890079483665,2822.318658033338,2022-07-07
2019-07-02,H4810851,6.063500087571657e-07,0.11598307646925188,20818,2189,17043,4955,74.10186,-2305,1.9740824879295794e-10,20932.76964474601,263.9974411070864,1363.7661278029898,2022-07-08
2019-07-02,C1400170,1.0785295206835931e-06,0.1333878677292213,8589,-803,3258,-19679,81.115845,-15579,4.4876583387443693e-10,8626.455239552339,275.3411527342877,3441.413665734255,2022-07-09
